# event_ticker=KXATPCHALLENGERMATCH-26MAY08SEGCLA
# final_score=6-7(8) 6-4 6-4
# score_resolution=7-6 4-6 4-6
# match_winner=Ryan Seggerman
# fav_player=Jay Clarke
# dog_player=Ryan Seggerman
# kalshi_date=2026-05-08
timestamp,Ryan Seggerman,Jay Clarke
2026-05-08T12:08:00Z,40.50,61.42
2026-05-08T12:09:00Z,43.48,61.86
2026-05-08T12:10:00Z,42.29,53.89
2026-05-08T12:11:00Z,47.72,53.22
2026-05-08T12:12:00Z,57.83,41.38
2026-05-08T12:13:00Z,54.17,54.74
2026-05-08T12:14:00Z,44.51,59.57
2026-05-08T12:15:00Z,45.22,59.34
2026-05-08T12:16:00Z,33.38,66.97
2026-05-08T12:17:00Z,32.54,73.23
2026-05-08T12:18:00Z,18.23,80.87
2026-05-08T12:19:00Z,19.66,82.00
2026-05-08T12:20:00Z,21.45,80.93
2026-05-08T12:21:00Z,22.02,79.99
2026-05-08T12:22:00Z,21.15,79.97
2026-05-08T12:23:00Z,21.80,79.95
2026-05-08T12:24:00Z,22.00,80.00
2026-05-08T12:25:00Z,26.69,75.18
2026-05-08T12:26:00Z,27.73,75.46
2026-05-08T12:27:00Z,32.87,69.72
2026-05-08T12:28:00Z,35.25,65.27
2026-05-08T12:29:00Z,39.41,60.77
2026-05-08T12:30:00Z,42.07,58.45
2026-05-08T12:31:00Z,40.89,57.71
2026-05-08T12:32:00Z,38.17,62.53
2026-05-08T12:33:00Z,37.99,63.00
2026-05-08T12:34:00Z,38.11,63.77
2026-05-08T12:35:00Z,39.73,61.93
2026-05-08T12:36:00Z,37.26,63.15
2026-05-08T12:37:00Z,38.95,60.91
2026-05-08T12:38:00Z,40.59,60.17
2026-05-08T12:39:00Z,39.91,60.19
2026-05-08T12:40:00Z,40.94,60.72
2026-05-08T12:41:00Z,38.48,62.97
2026-05-08T12:42:00Z,37.31,64.28
2026-05-08T12:43:00Z,31.69,69.25
2026-05-08T12:44:00Z,25.35,72.16
2026-05-08T12:45:00Z,31.00,66.86
2026-05-08T12:46:00Z,39.99,60.54
2026-05-08T12:47:00Z,40.92,59.50
2026-05-08T12:48:00Z,39.49,61.92
2026-05-08T12:49:00Z,39.89,61.92
2026-05-08T12:50:00Z,38.75,62.71
2026-05-08T12:51:00Z,42.11,58.95
2026-05-08T12:52:00Z,43.87,57.48
2026-05-08T12:53:00Z,44.86,57.35
2026-05-08T12:54:00Z,41.76,58.26
2026-05-08T12:55:00Z,43.72,58.35
2026-05-08T12:56:00Z,43.89,58.52
2026-05-08T12:57:00Z,37.76,65.19
2026-05-08T12:58:00Z,35.02,67.72
2026-05-08T12:59:00Z,41.50,59.24
2026-05-08T13:00:00Z,44.51,56.52
2026-05-08T13:01:00Z,43.31,57.99
2026-05-08T13:02:00Z,42.49,58.98
2026-05-08T13:03:00Z,48.26,57.25
2026-05-08T13:04:00Z,50.30,52.88
2026-05-08T13:05:00Z,42.32,58.14
2026-05-08T13:06:00Z,40.45,60.00
2026-05-08T13:07:00Z,42.50,60.38
2026-05-08T13:08:00Z,45.64,58.80
2026-05-08T13:09:00Z,47.42,53.64
2026-05-08T13:10:00Z,56.88,43.60
2026-05-08T13:11:00Z,56.64,43.75
2026-05-08T13:12:00Z,63.66,35.58
2026-05-08T13:13:00Z,55.98,47.63
2026-05-08T13:14:00Z,54.32,48.15
2026-05-08T13:15:00Z,66.62,27.05
2026-05-08T13:16:00Z,74.56,25.42
2026-05-08T13:17:00Z,76.84,24.73
2026-05-08T13:18:00Z,75.21,24.80
2026-05-08T13:19:00Z,71.23,34.49
2026-05-08T13:20:00Z,66.78,37.11
2026-05-08T13:21:00Z,59.65,38.58
2026-05-08T13:22:00Z,45.75,53.71
2026-05-08T13:23:00Z,54.07,45.38
2026-05-08T13:24:00Z,57.79,44.16
2026-05-08T13:25:00Z,68.19,28.25
2026-05-08T13:26:00Z,77.51,23.18
2026-05-08T13:27:00Z,78.03,22.50
2026-05-08T13:28:00Z,83.12,18.28
2026-05-08T13:29:00Z,75.97,23.80
2026-05-08T13:30:00Z,84.27,15.71
2026-05-08T13:31:00Z,85.01,14.61
2026-05-08T13:32:00Z,84.55,16.20
2026-05-08T13:33:00Z,84.59,16.71
2026-05-08T13:34:00Z,82.30,18.00
2026-05-08T13:35:00Z,81.38,18.00
2026-05-08T13:36:00Z,75.38,22.91
2026-05-08T13:37:00Z,77.71,25.79
2026-05-08T13:38:00Z,85.47,15.97
2026-05-08T13:39:00Z,79.07,22.54
2026-05-08T13:40:00Z,75.41,30.24
2026-05-08T13:41:00Z,67.60,26.59
2026-05-08T13:42:00Z,76.36,21.20
2026-05-08T13:43:00Z,85.14,14.96
2026-05-08T13:44:00Z,89.01,10.30
2026-05-08T13:45:00Z,87.44,12.19
2026-05-08T13:46:00Z,87.56,12.56
2026-05-08T13:47:00Z,87.26,13.61
2026-05-08T13:48:00Z,85.90,14.32
2026-05-08T13:49:00Z,71.97,30.71
2026-05-08T13:50:00Z,80.47,29.70
2026-05-08T13:51:00Z,90.61,12.81
2026-05-08T13:52:00Z,87.10,8.31
2026-05-08T13:53:00Z,80.30,25.26
2026-05-08T13:54:00Z,92.56,8.79
2026-05-08T13:55:00Z,87.55,16.24
2026-05-08T13:56:00Z,96.38,5.55
2026-05-08T13:57:00Z,99.00,5.55
2026-05-08T13:58:00Z,99.00,5.55
2026-05-08T13:59:00Z,99.00,1.00
2026-05-08T14:00:00Z,99.00,1.00
2026-05-08T14:01:00Z,99.00,1.00
2026-05-08T14:02:00Z,99.00,1.00
