# event_ticker=KXATPMATCH-25OCT15DIADUC
# final_score=7-6(3) 6-7(3) 6-4
# score_resolution=6-7 7-6 4-6
# match_winner=James Duckworth
# fav_player=Gabriel Diallo
# dog_player=James Duckworth
# kalshi_date=2025-10-15
timestamp,Gabriel Diallo,James Duckworth
2025-10-15T09:12:00Z,27.74,71.34
2025-10-15T09:13:00Z,40.07,60.00
2025-10-15T09:14:00Z,43.48,58.00
2025-10-15T09:15:00Z,38.84,62.50
2025-10-15T09:16:00Z,36.72,63.49
2025-10-15T09:17:00Z,31.14,72.61
2025-10-15T09:18:00Z,31.33,73.89
2025-10-15T09:19:00Z,35.66,64.11
2025-10-15T09:20:00Z,36.59,70.06
2025-10-15T09:21:00Z,33.72,63.73
2025-10-15T09:22:00Z,29.18,72.92
2025-10-15T09:23:00Z,30.98,75.21
2025-10-15T09:24:00Z,34.01,65.41
2025-10-15T09:25:00Z,32.16,67.58
2025-10-15T09:26:00Z,32.48,72.74
2025-10-15T09:27:00Z,30.80,70.42
2025-10-15T09:28:00Z,30.00,77.68
2025-10-15T09:29:00Z,29.53,71.17
2025-10-15T09:30:00Z,31.60,67.04
2025-10-15T09:31:00Z,35.85,66.10
2025-10-15T09:32:00Z,44.21,57.51
2025-10-15T09:33:00Z,50.20,54.96
2025-10-15T09:34:00Z,62.09,37.20
2025-10-15T09:35:00Z,59.23,40.44
2025-10-15T09:36:00Z,57.39,44.62
2025-10-15T09:37:00Z,60.38,37.69
2025-10-15T09:38:00Z,63.83,30.52
2025-10-15T09:39:00Z,66.98,30.00
2025-10-15T09:40:00Z,70.84,30.06
2025-10-15T09:41:00Z,72.55,32.48
2025-10-15T09:42:00Z,70.38,32.00
2025-10-15T09:43:00Z,72.00,27.66
2025-10-15T09:44:00Z,69.01,31.30
2025-10-15T09:45:00Z,60.95,39.87
2025-10-15T09:46:00Z,69.72,30.43
2025-10-15T09:47:00Z,69.44,28.23
2025-10-15T09:48:00Z,69.44,39.30
2025-10-15T09:49:00Z,64.97,36.56
2025-10-15T09:50:00Z,50.86,45.46
2025-10-15T09:51:00Z,47.66,51.65
2025-10-15T09:52:00Z,48.94,58.28
2025-10-15T09:53:00Z,60.78,40.82
2025-10-15T09:54:00Z,60.47,43.33
2025-10-15T09:55:00Z,59.13,48.27
2025-10-15T09:56:00Z,56.14,47.48
2025-10-15T09:57:00Z,54.74,51.53
2025-10-15T09:58:00Z,62.07,38.00
2025-10-15T09:59:00Z,61.34,39.00
2025-10-15T10:00:00Z,63.66,40.05
2025-10-15T10:01:00Z,59.64,42.48
2025-10-15T10:02:00Z,58.00,40.00
2025-10-15T10:03:00Z,62.53,36.84
2025-10-15T10:04:00Z,62.54,36.53
2025-10-15T10:05:00Z,64.72,35.57
2025-10-15T10:06:00Z,65.59,37.00
2025-10-15T10:07:00Z,60.00,38.59
2025-10-15T10:08:00Z,58.48,44.00
2025-10-15T10:09:00Z,60.93,41.03
2025-10-15T10:10:00Z,53.99,53.61
2025-10-15T10:11:00Z,49.44,54.92
2025-10-15T10:12:00Z,20.58,71.21
2025-10-15T10:13:00Z,14.29,85.17
2025-10-15T10:14:00Z,13.58,87.07
2025-10-15T10:15:00Z,10.40,94.02
2025-10-15T10:16:00Z,8.30,92.83
2025-10-15T10:17:00Z,5.03,94.59
2025-10-15T10:18:00Z,5.06,95.60
2025-10-15T10:19:00Z,7.88,93.68
2025-10-15T10:20:00Z,9.16,90.99
2025-10-15T10:21:00Z,8.71,91.00
2025-10-15T10:22:00Z,5.17,95.60
2025-10-15T10:23:00Z,1.36,98.95
2025-10-15T10:24:00Z,1.36,99.00
2025-10-15T10:25:00Z,1.36,99.00
