# event_ticker=KXATPCHALLENGERMATCH-26FEB11BOUNAR
# final_score=6-4 4-6 7-6(5)
# score_resolution=4-6 6-4 6-7
# match_winner=Arthur Bouquier
# fav_player=Luca Nardi
# dog_player=Arthur Bouquier
# kalshi_date=2026-02-11
timestamp,Luca Nardi,Arthur Bouquier
2026-02-11T19:11:00Z,71.36,30.87
2026-02-11T19:12:00Z,69.18,31.31
2026-02-11T19:13:00Z,70.95,29.95
2026-02-11T19:14:00Z,74.55,30.62
2026-02-11T19:15:00Z,72.44,29.28
2026-02-11T19:16:00Z,70.96,31.00
2026-02-11T19:17:00Z,69.78,33.92
2026-02-11T19:18:00Z,69.07,32.94
2026-02-11T19:19:00Z,73.93,27.89
2026-02-11T19:20:00Z,73.24,26.05
2026-02-11T19:21:00Z,74.00,27.99
2026-02-11T19:22:00Z,74.23,26.10
2026-02-11T19:23:00Z,72.00,29.92
2026-02-11T19:24:00Z,71.02,31.93
2026-02-11T19:25:00Z,65.43,34.79
2026-02-11T19:26:00Z,62.00,37.61
2026-02-11T19:27:00Z,55.95,47.49
2026-02-11T19:28:00Z,57.06,40.53
2026-02-11T19:29:00Z,65.68,30.34
2026-02-11T19:30:00Z,75.15,27.89
2026-02-11T19:31:00Z,75.07,25.31
2026-02-11T19:32:00Z,72.45,29.61
2026-02-11T19:33:00Z,64.57,35.72
2026-02-11T19:34:00Z,68.53,28.93
2026-02-11T19:35:00Z,70.61,30.27
2026-02-11T19:36:00Z,75.45,26.67
2026-02-11T19:37:00Z,71.02,28.78
2026-02-11T19:38:00Z,69.99,31.00
2026-02-11T19:39:00Z,66.51,31.93
2026-02-11T19:40:00Z,58.80,42.80
2026-02-11T19:41:00Z,48.90,49.07
2026-02-11T19:42:00Z,48.36,54.09
2026-02-11T19:43:00Z,45.00,55.92
2026-02-11T19:44:00Z,44.99,57.50
2026-02-11T19:45:00Z,42.95,55.67
2026-02-11T19:46:00Z,47.83,55.07
2026-02-11T19:47:00Z,46.17,56.75
2026-02-11T19:48:00Z,41.45,59.72
2026-02-11T19:49:00Z,41.13,60.26
2026-02-11T19:50:00Z,35.61,63.13
2026-02-11T19:51:00Z,19.83,77.45
2026-02-11T19:52:00Z,19.31,82.29
2026-02-11T19:53:00Z,31.13,70.86
2026-02-11T19:54:00Z,40.77,61.90
2026-02-11T19:55:00Z,40.07,59.52
2026-02-11T19:56:00Z,42.09,57.89
2026-02-11T19:57:00Z,36.67,63.93
2026-02-11T19:58:00Z,46.35,56.71
2026-02-11T19:59:00Z,48.49,52.68
2026-02-11T20:00:00Z,58.28,42.89
2026-02-11T20:01:00Z,53.33,48.17
2026-02-11T20:02:00Z,53.95,47.89
2026-02-11T20:03:00Z,46.36,52.30
2026-02-11T20:04:00Z,41.15,61.54
2026-02-11T20:05:00Z,40.70,60.87
2026-02-11T20:06:00Z,45.55,55.49
2026-02-11T20:07:00Z,50.48,51.68
2026-02-11T20:08:00Z,51.73,48.64
2026-02-11T20:09:00Z,62.24,39.47
2026-02-11T20:10:00Z,68.63,32.42
2026-02-11T20:11:00Z,70.42,31.02
2026-02-11T20:12:00Z,74.08,24.94
2026-02-11T20:13:00Z,74.40,25.76
2026-02-11T20:14:00Z,72.60,27.46
2026-02-11T20:15:00Z,72.45,27.57
2026-02-11T20:16:00Z,72.32,28.05
2026-02-11T20:17:00Z,74.32,27.48
2026-02-11T20:18:00Z,65.06,34.31
2026-02-11T20:19:00Z,59.63,34.61
2026-02-11T20:20:00Z,62.70,35.18
2026-02-11T20:21:00Z,62.06,42.63
2026-02-11T20:22:00Z,68.13,35.02
2026-02-11T20:23:00Z,71.58,29.04
2026-02-11T20:24:00Z,73.19,27.49
2026-02-11T20:25:00Z,69.47,31.04
2026-02-11T20:26:00Z,66.15,35.10
2026-02-11T20:27:00Z,64.96,38.02
2026-02-11T20:28:00Z,57.97,42.05
2026-02-11T20:29:00Z,64.63,36.20
2026-02-11T20:30:00Z,69.88,30.14
2026-02-11T20:31:00Z,70.20,38.54
2026-02-11T20:32:00Z,65.48,33.10
2026-02-11T20:33:00Z,66.52,36.93
2026-02-11T20:34:00Z,63.93,37.46
2026-02-11T20:35:00Z,65.40,36.50
2026-02-11T20:36:00Z,58.18,43.58
2026-02-11T20:37:00Z,65.64,36.74
2026-02-11T20:38:00Z,69.53,31.25
2026-02-11T20:39:00Z,63.05,35.73
2026-02-11T20:40:00Z,60.19,41.01
2026-02-11T20:41:00Z,62.03,38.59
2026-02-11T20:42:00Z,60.44,40.51
2026-02-11T20:43:00Z,47.65,53.11
2026-02-11T20:44:00Z,52.24,48.95
2026-02-11T20:45:00Z,51.26,47.58
2026-02-11T20:46:00Z,62.32,37.05
2026-02-11T20:47:00Z,52.73,45.84
2026-02-11T20:48:00Z,54.04,46.29
2026-02-11T20:49:00Z,60.50,43.10
2026-02-11T20:50:00Z,62.71,37.50
2026-02-11T20:51:00Z,64.84,33.43
2026-02-11T20:52:00Z,62.76,37.47
2026-02-11T20:53:00Z,62.69,39.30
2026-02-11T20:54:00Z,55.32,46.11
2026-02-11T20:55:00Z,54.39,48.10
2026-02-11T20:56:00Z,47.47,55.55
2026-02-11T20:57:00Z,59.71,43.53
2026-02-11T20:58:00Z,62.67,37.77
2026-02-11T20:59:00Z,64.89,33.93
2026-02-11T21:00:00Z,68.85,33.13
2026-02-11T21:01:00Z,54.98,46.41
2026-02-11T21:02:00Z,49.51,50.56
2026-02-11T21:03:00Z,32.50,69.60
2026-02-11T21:04:00Z,31.21,72.57
2026-02-11T21:05:00Z,26.41,80.44
2026-02-11T21:06:00Z,47.94,50.06
2026-02-11T21:07:00Z,52.98,48.18
2026-02-11T21:08:00Z,56.82,45.35
2026-02-11T21:09:00Z,58.99,38.72
2026-02-11T21:10:00Z,64.16,34.26
2026-02-11T21:11:00Z,75.28,26.65
2026-02-11T21:12:00Z,60.67,46.48
2026-02-11T21:13:00Z,46.53,54.76
2026-02-11T21:14:00Z,42.33,56.40
2026-02-11T21:15:00Z,16.97,83.46
2026-02-11T21:16:00Z,5.35,97.35
2026-02-11T21:17:00Z,1.00,99.00
