# event_ticker=KXATPCHALLENGERMATCH-26APR14TROWAL
# final_score=6-4 6-7(2) 6-3
# score_resolution=6-4 6-7 6-3
# match_winner=Adam Walton
# fav_player=Adam Walton
# dog_player=James Kent Trotter
# kalshi_date=2026-04-14
timestamp,Adam Walton,James Kent Trotter
2026-04-15T02:09:00Z,78.00,23.00
2026-04-15T02:10:00Z,81.40,21.36
2026-04-15T02:11:00Z,84.00,16.86
2026-04-15T02:12:00Z,81.58,19.22
2026-04-15T02:13:00Z,77.92,23.66
2026-04-15T02:14:00Z,76.55,24.94
2026-04-15T02:15:00Z,78.58,22.67
2026-04-15T02:16:00Z,80.07,20.62
2026-04-15T02:17:00Z,83.68,17.50
2026-04-15T02:18:00Z,85.99,15.25
2026-04-15T02:19:00Z,86.16,12.98
2026-04-15T02:20:00Z,89.00,11.97
2026-04-15T02:21:00Z,91.05,8.13
2026-04-15T02:22:00Z,92.00,8.82
2026-04-15T02:23:00Z,91.40,9.14
2026-04-15T02:24:00Z,91.40,9.87
2026-04-15T02:25:00Z,90.00,10.85
2026-04-15T02:26:00Z,90.00,11.00
2026-04-15T02:27:00Z,90.34,9.96
2026-04-15T02:28:00Z,90.64,9.27
2026-04-15T02:29:00Z,90.85,9.84
2026-04-15T02:30:00Z,90.98,10.00
2026-04-15T02:31:00Z,90.98,9.14
2026-04-15T02:32:00Z,90.73,10.13
2026-04-15T02:33:00Z,92.52,10.76
2026-04-15T02:34:00Z,92.00,7.78
2026-04-15T02:35:00Z,92.74,7.21
2026-04-15T02:36:00Z,92.93,7.96
2026-04-15T02:37:00Z,92.25,9.00
2026-04-15T02:38:00Z,91.00,10.06
2026-04-15T02:39:00Z,90.89,10.97
2026-04-15T02:40:00Z,90.07,11.96
2026-04-15T02:41:00Z,90.00,10.77
2026-04-15T02:42:00Z,90.33,9.82
2026-04-15T02:43:00Z,90.03,10.15
2026-04-15T02:44:00Z,90.83,12.86
2026-04-15T02:45:00Z,88.79,12.93
2026-04-15T02:46:00Z,89.91,10.03
2026-04-15T02:47:00Z,90.15,10.00
2026-04-15T02:48:00Z,90.96,10.08
2026-04-15T02:49:00Z,90.16,10.01
2026-04-15T02:50:00Z,89.00,11.62
2026-04-15T02:51:00Z,88.00,12.65
2026-04-15T02:52:00Z,88.47,12.01
2026-04-15T02:53:00Z,89.54,9.71
2026-04-15T02:54:00Z,89.54,9.88
2026-04-15T02:55:00Z,90.44,10.76
2026-04-15T02:56:00Z,88.56,10.01
2026-04-15T02:57:00Z,90.71,10.06
2026-04-15T02:58:00Z,89.00,10.95
2026-04-15T02:59:00Z,88.48,11.62
2026-04-15T03:00:00Z,87.00,12.54
2026-04-15T03:01:00Z,82.72,14.01
2026-04-15T03:02:00Z,81.93,19.06
2026-04-15T03:03:00Z,82.34,16.52
2026-04-15T03:04:00Z,76.16,25.53
2026-04-15T03:05:00Z,73.60,28.01
2026-04-15T03:06:00Z,70.92,29.72
2026-04-15T03:07:00Z,69.12,29.25
2026-04-15T03:08:00Z,70.98,31.62
2026-04-15T03:09:00Z,69.92,31.37
2026-04-15T03:10:00Z,69.52,31.66
2026-04-15T03:11:00Z,73.10,31.42
2026-04-15T03:12:00Z,71.96,26.25
2026-04-15T03:13:00Z,73.64,26.89
2026-04-15T03:14:00Z,80.56,24.03
2026-04-15T03:15:00Z,79.64,25.21
2026-04-15T03:16:00Z,73.51,27.35
2026-04-15T03:17:00Z,71.31,29.22
2026-04-15T03:18:00Z,69.00,30.12
2026-04-15T03:19:00Z,70.45,32.29
2026-04-15T03:20:00Z,71.56,28.93
2026-04-15T03:21:00Z,69.35,30.01
2026-04-15T03:22:00Z,66.59,34.40
2026-04-15T03:23:00Z,66.26,35.07
2026-04-15T03:24:00Z,64.74,35.10
2026-04-15T03:25:00Z,66.34,34.00
2026-04-15T03:26:00Z,67.74,32.55
2026-04-15T03:27:00Z,66.00,34.87
2026-04-15T03:28:00Z,66.00,36.09
2026-04-15T03:29:00Z,68.66,31.07
2026-04-15T03:30:00Z,76.79,24.71
2026-04-15T03:31:00Z,83.87,16.77
2026-04-15T03:32:00Z,86.00,14.96
2026-04-15T03:33:00Z,82.04,15.96
2026-04-15T03:34:00Z,81.94,19.90
2026-04-15T03:35:00Z,76.88,22.52
2026-04-15T03:36:00Z,84.36,17.80
2026-04-15T03:37:00Z,88.43,11.12
2026-04-15T03:38:00Z,88.65,12.61
2026-04-15T03:39:00Z,87.33,12.80
2026-04-15T03:40:00Z,87.29,14.73
2026-04-15T03:41:00Z,85.86,15.00
2026-04-15T03:42:00Z,87.20,15.01
2026-04-15T03:43:00Z,89.00,12.14
2026-04-15T03:44:00Z,87.42,12.72
2026-04-15T03:45:00Z,87.88,13.88
2026-04-15T03:46:00Z,83.92,19.64
2026-04-15T03:47:00Z,78.37,26.11
2026-04-15T03:48:00Z,71.94,31.23
2026-04-15T03:49:00Z,68.22,31.77
2026-04-15T03:50:00Z,66.22,32.59
2026-04-15T03:51:00Z,67.96,32.14
2026-04-15T03:52:00Z,68.64,30.88
2026-04-15T03:53:00Z,71.18,29.58
2026-04-15T03:54:00Z,67.01,32.79
2026-04-15T03:55:00Z,68.94,33.02
2026-04-15T03:56:00Z,77.17,29.40
2026-04-15T03:57:00Z,74.33,26.50
2026-04-15T03:58:00Z,76.80,22.13
2026-04-15T03:59:00Z,74.20,23.34
2026-04-15T04:00:00Z,77.66,21.91
2026-04-15T04:01:00Z,76.59,24.09
2026-04-15T04:02:00Z,72.84,28.26
2026-04-15T04:03:00Z,76.36,21.69
2026-04-15T04:04:00Z,75.25,26.19
2026-04-15T04:05:00Z,76.44,22.29
2026-04-15T04:06:00Z,79.00,24.84
2026-04-15T04:07:00Z,84.68,16.48
2026-04-15T04:08:00Z,78.72,18.35
2026-04-15T04:09:00Z,83.46,17.82
2026-04-15T04:10:00Z,83.16,21.65
2026-04-15T04:11:00Z,76.99,25.83
2026-04-15T04:12:00Z,73.84,23.25
2026-04-15T04:13:00Z,73.93,28.03
2026-04-15T04:14:00Z,75.55,23.83
2026-04-15T04:15:00Z,78.29,20.36
2026-04-15T04:16:00Z,79.00,22.97
2026-04-15T04:17:00Z,83.93,12.20
2026-04-15T04:18:00Z,88.17,15.57
2026-04-15T04:19:00Z,92.42,7.98
2026-04-15T04:20:00Z,95.94,3.76
2026-04-15T04:21:00Z,98.24,2.32
2026-04-15T04:22:00Z,97.98,3.93
2026-04-15T04:23:00Z,98.17,2.49
2026-04-15T04:24:00Z,98.25,1.81
2026-04-15T04:25:00Z,98.01,1.85
2026-04-15T04:26:00Z,98.32,2.16
2026-04-15T04:27:00Z,98.98,1.88
2026-04-15T04:28:00Z,98.88,2.88
2026-04-15T04:29:00Z,97.12,2.92
2026-04-15T04:30:00Z,96.84,1.06
2026-04-15T04:31:00Z,99.00,1.00
2026-04-15T04:32:00Z,99.00,1.00
2026-04-15T04:33:00Z,99.00,1.00
2026-04-15T04:34:00Z,99.00,1.00
2026-04-15T04:36:00Z,99.00,1.00
2026-04-15T04:37:00Z,99.00,1.00
