# event_ticker=KXATPCHALLENGERMATCH-26MAY04CUIGAL
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Jie Cui
# fav_player=Alexis Galarneau
# dog_player=Jie Cui
# kalshi_date=2026-05-04
timestamp,Jie Cui,Alexis Galarneau
2026-05-04T08:52:00Z,28.00,73.00
2026-05-04T08:54:00Z,27.00,73.00
2026-05-04T08:55:00Z,29.41,71.24
2026-05-04T08:56:00Z,29.41,72.21
2026-05-04T08:57:00Z,25.00,75.19
2026-05-04T08:58:00Z,25.00,75.19
2026-05-04T08:59:00Z,25.00,76.00
2026-05-04T09:00:00Z,25.00,76.20
2026-05-04T09:01:00Z,25.00,73.00
2026-05-04T09:02:00Z,27.00,71.96
2026-05-04T09:03:00Z,27.20,72.50
2026-05-04T09:04:00Z,27.20,74.00
2026-05-04T09:05:00Z,26.00,74.00
2026-05-04T09:06:00Z,26.00,74.00
2026-05-04T09:07:00Z,27.13,74.00
2026-05-04T09:08:00Z,27.13,70.27
2026-05-04T09:09:00Z,30.00,70.00
2026-05-04T09:11:00Z,30.00,71.00
2026-05-04T09:12:00Z,31.00,71.03
2026-05-04T09:13:00Z,35.40,65.53
2026-05-04T09:14:00Z,41.00,61.03
2026-05-04T09:15:00Z,42.04,59.04
2026-05-04T09:16:00Z,43.00,56.00
2026-05-04T09:17:00Z,43.00,56.00
2026-05-04T09:18:00Z,43.00,62.68
2026-05-04T09:19:00Z,38.63,58.48
2026-05-04T09:20:00Z,43.79,56.51
2026-05-04T09:21:00Z,47.21,53.86
2026-05-04T09:22:00Z,50.29,50.90
2026-05-04T09:23:00Z,50.00,49.25
2026-05-04T09:24:00Z,50.03,49.75
2026-05-04T09:25:00Z,50.03,50.94
2026-05-04T09:27:00Z,50.03,52.30
2026-05-04T09:28:00Z,46.25,55.56
2026-05-04T09:29:00Z,51.89,48.13
2026-05-04T09:30:00Z,51.89,46.04
2026-05-04T09:31:00Z,51.89,46.00
2026-05-04T09:32:00Z,52.00,47.82
2026-05-04T09:33:00Z,52.00,47.82
2026-05-04T09:34:00Z,50.59,48.88
2026-05-04T09:35:00Z,51.03,49.31
2026-05-04T09:36:00Z,50.43,46.95
2026-05-04T09:37:00Z,53.00,46.01
2026-05-04T09:38:00Z,55.34,47.46
2026-05-04T09:39:00Z,45.82,57.98
2026-05-04T09:40:00Z,51.70,48.44
2026-05-04T09:41:00Z,55.79,45.44
2026-05-04T09:42:00Z,59.85,42.07
2026-05-04T09:43:00Z,59.85,43.84
2026-05-04T09:44:00Z,59.00,45.00
2026-05-04T09:45:00Z,58.73,41.54
2026-05-04T09:46:00Z,69.20,27.51
2026-05-04T09:47:00Z,76.00,24.90
2026-05-04T09:48:00Z,74.51,26.19
2026-05-04T09:49:00Z,75.53,25.85
2026-05-04T09:50:00Z,75.53,29.32
2026-05-04T09:51:00Z,62.96,37.45
2026-05-04T09:52:00Z,62.96,42.61
2026-05-04T09:53:00Z,59.16,41.31
2026-05-04T09:54:00Z,67.24,36.30
2026-05-04T09:55:00Z,74.97,24.49
2026-05-04T09:56:00Z,78.00,23.61
2026-05-04T09:57:00Z,72.86,32.62
2026-05-04T09:58:00Z,71.42,29.71
2026-05-04T09:59:00Z,74.67,30.12
2026-05-04T10:00:00Z,81.96,20.61
2026-05-04T10:01:00Z,83.89,17.70
2026-05-04T10:02:00Z,81.25,19.35
2026-05-04T10:03:00Z,83.08,18.82
2026-05-04T10:04:00Z,84.19,17.22
2026-05-04T10:05:00Z,92.64,8.98
2026-05-04T10:06:00Z,95.76,4.27
2026-05-04T10:07:00Z,96.00,4.62
2026-05-04T10:08:00Z,96.79,3.19
2026-05-04T10:09:00Z,98.91,1.08
2026-05-04T10:10:00Z,97.58,1.15
2026-05-04T10:11:00Z,97.00,2.33
2026-05-04T10:12:00Z,99.00,1.80
2026-05-04T10:13:00Z,99.00,2.57
2026-05-04T10:14:00Z,98.74,2.57
2026-05-04T10:15:00Z,97.35,4.00
2026-05-04T10:16:00Z,98.18,1.59
2026-05-04T10:17:00Z,99.00,1.00
2026-05-04T10:18:00Z,99.00,1.00
2026-05-04T10:19:00Z,99.00,1.00
2026-05-04T10:20:00Z,99.00,1.00
2026-05-04T10:22:00Z,99.00,1.00
